Chapter,sentence_range,Text
1,3835-3838,"Table
4 2 gives the values of the first three ionisation enthalpies of the first
series of transition elements These values show that the successive
enthalpies of these elements do not increase as steeply as in the case
of non-transition elements The variation in ionisation enthalpy along
a series of transition elements is much less in comparison to the variation
along a period of non-transition elements"
1,3836-3839,"2 gives the values of the first three ionisation enthalpies of the first
series of transition elements These values show that the successive
enthalpies of these elements do not increase as steeply as in the case
of non-transition elements The variation in ionisation enthalpy along
a series of transition elements is much less in comparison to the variation
along a period of non-transition elements The first ionisation enthalpy,
in general, increases, but the magnitude of the increase in the second
and third ionisation enthalpies for the successive elements, is much
higher along a series"
1,3837-3840,"These values show that the successive
enthalpies of these elements do not increase as steeply as in the case
of non-transition elements The variation in ionisation enthalpy along
a series of transition elements is much less in comparison to the variation
along a period of non-transition elements The first ionisation enthalpy,
in general, increases, but the magnitude of the increase in the second
and third ionisation enthalpies for the successive elements, is much
higher along a series The irregular trend in the first ionisation enthalpy of the metals of
3d series, though of little chemical significance, can be accounted for
by considering that the removal of one electron alters the relative energies
of 4s and 3d orbitals"
1,3838-3841,"The variation in ionisation enthalpy along
a series of transition elements is much less in comparison to the variation
along a period of non-transition elements The first ionisation enthalpy,
in general, increases, but the magnitude of the increase in the second
and third ionisation enthalpies for the successive elements, is much
higher along a series The irregular trend in the first ionisation enthalpy of the metals of
3d series, though of little chemical significance, can be accounted for
by considering that the removal of one electron alters the relative energies
of 4s and 3d orbitals You have learnt that when d-block elements form
ions, ns electrons are lost before (n – 1) d electrons"
1,3839-3842,"The first ionisation enthalpy,
in general, increases, but the magnitude of the increase in the second
and third ionisation enthalpies for the successive elements, is much
higher along a series The irregular trend in the first ionisation enthalpy of the metals of
3d series, though of little chemical significance, can be accounted for
by considering that the removal of one electron alters the relative energies
of 4s and 3d orbitals You have learnt that when d-block elements form
ions, ns electrons are lost before (n – 1) d electrons As we move along
the period in 3d series, we see that nuclear charge increases from
scandium to zinc but electrons are added to the orbital of inner subshell,
i"
1,3840-3843,"The irregular trend in the first ionisation enthalpy of the metals of
3d series, though of little chemical significance, can be accounted for
by considering that the removal of one electron alters the relative energies
of 4s and 3d orbitals You have learnt that when d-block elements form
ions, ns electrons are lost before (n – 1) d electrons As we move along
the period in 3d series, we see that nuclear charge increases from
scandium to zinc but electrons are added to the orbital of inner subshell,
i e"
1,3841-3844,"You have learnt that when d-block elements form
ions, ns electrons are lost before (n – 1) d electrons As we move along
the period in 3d series, we see that nuclear charge increases from
scandium to zinc but electrons are added to the orbital of inner subshell,
i e , 3d orbitals"
1,3842-3845,"As we move along
the period in 3d series, we see that nuclear charge increases from
scandium to zinc but electrons are added to the orbital of inner subshell,
i e , 3d orbitals These 3d electrons shield the 4s electrons from the
increasing nuclear charge somewhat more effectively than the outer
shell electrons can shield one another"
1,3843-3846,"e , 3d orbitals These 3d electrons shield the 4s electrons from the
increasing nuclear charge somewhat more effectively than the outer
shell electrons can shield one another Therefore, the atomic radii
decrease less rapidly"
1,3844-3847,", 3d orbitals These 3d electrons shield the 4s electrons from the
increasing nuclear charge somewhat more effectively than the outer
shell electrons can shield one another Therefore, the atomic radii
decrease less rapidly Thus, ionization energies increase only slightly
along the 3d series"
1,3845-3848,"These 3d electrons shield the 4s electrons from the
increasing nuclear charge somewhat more effectively than the outer
shell electrons can shield one another Therefore, the atomic radii
decrease less rapidly Thus, ionization energies increase only slightly
along the 3d series The doubly or more highly charged ions have d
n
configurations with no 4s electrons"
1,3846-3849,"Therefore, the atomic radii
decrease less rapidly Thus, ionization energies increase only slightly
along the 3d series The doubly or more highly charged ions have d
n
configurations with no 4s electrons A general trend of increasing values
of second ionisation enthalpy is expected as the effective nuclear charge
increases because one d electron does not shield another electron from
the influence of nuclear charge because d-orbitals differ in direction"
1,3847-3850,"Thus, ionization energies increase only slightly
along the 3d series The doubly or more highly charged ions have d
n
configurations with no 4s electrons A general trend of increasing values
of second ionisation enthalpy is expected as the effective nuclear charge
increases because one d electron does not shield another electron from
the influence of nuclear charge because d-orbitals differ in direction However, the trend of steady increase in second and third ionisation
enthalpy breaks for the formation of Mn2+ and Fe3+ respectively"
1,3848-3851,"The doubly or more highly charged ions have d
n
configurations with no 4s electrons A general trend of increasing values
of second ionisation enthalpy is expected as the effective nuclear charge
increases because one d electron does not shield another electron from
the influence of nuclear charge because d-orbitals differ in direction However, the trend of steady increase in second and third ionisation
enthalpy breaks for the formation of Mn2+ and Fe3+ respectively In both
the cases, ions have d5 configuration"
1,3849-3852,"A general trend of increasing values
of second ionisation enthalpy is expected as the effective nuclear charge
increases because one d electron does not shield another electron from
the influence of nuclear charge because d-orbitals differ in direction However, the trend of steady increase in second and third ionisation
enthalpy breaks for the formation of Mn2+ and Fe3+ respectively In both
the cases, ions have d5 configuration Similar breaks occur at
corresponding elements in the later transition series"
1,3850-3853,"However, the trend of steady increase in second and third ionisation
enthalpy breaks for the formation of Mn2+ and Fe3+ respectively In both
the cases, ions have d5 configuration Similar breaks occur at
corresponding elements in the later transition series The interpretation of variation in ionisation enthalpy for an electronic
configuration dn is as follows:
The three terms responsible for the value of ionisation enthalpy are
attraction of each electron towards nucleus, repulsion between the
4"
1,3851-3854,"In both
the cases, ions have d5 configuration Similar breaks occur at
corresponding elements in the later transition series The interpretation of variation in ionisation enthalpy for an electronic
configuration dn is as follows:
The three terms responsible for the value of ionisation enthalpy are
attraction of each electron towards nucleus, repulsion between the
4 3"
1,3852-3855,"Similar breaks occur at
corresponding elements in the later transition series The interpretation of variation in ionisation enthalpy for an electronic
configuration dn is as follows:
The three terms responsible for the value of ionisation enthalpy are
attraction of each electron towards nucleus, repulsion between the
4 3 3 Ionisation
Enthalpies
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4"
1,3853-3856,"The interpretation of variation in ionisation enthalpy for an electronic
configuration dn is as follows:
The three terms responsible for the value of ionisation enthalpy are
attraction of each electron towards nucleus, repulsion between the
4 3 3 Ionisation
Enthalpies
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 2 In the series Sc (Z = 21) to Zn (Z = 30), the enthalpy of atomisation
of zinc is the lowest, i"
1,3854-3857,"3 3 Ionisation
Enthalpies
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 2 In the series Sc (Z = 21) to Zn (Z = 30), the enthalpy of atomisation
of zinc is the lowest, i e"
1,3855-3858,"3 Ionisation
Enthalpies
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 2 In the series Sc (Z = 21) to Zn (Z = 30), the enthalpy of atomisation
of zinc is the lowest, i e , 126 kJ mol
–1"
1,3856-3859,"2 In the series Sc (Z = 21) to Zn (Z = 30), the enthalpy of atomisation
of zinc is the lowest, i e , 126 kJ mol
–1 Why"
1,3857-3860,"e , 126 kJ mol
–1 Why Rationalised 2023-24
96
Chemistry
electrons and the exchange energy"
1,3858-3861,", 126 kJ mol
–1 Why Rationalised 2023-24
96
Chemistry
electrons and the exchange energy Exchange energy is responsible for
the stabilisation of energy state"
1,3859-3862,"Why Rationalised 2023-24
96
Chemistry
electrons and the exchange energy Exchange energy is responsible for
the stabilisation of energy state Exchange energy is approximately
proportional to the total number of possible pairs of parallel spins in
the degenerate orbitals"
1,3860-3863,"Rationalised 2023-24
96
Chemistry
electrons and the exchange energy Exchange energy is responsible for
the stabilisation of energy state Exchange energy is approximately
proportional to the total number of possible pairs of parallel spins in
the degenerate orbitals When several electrons occupy a set of
degenerate orbitals, the lowest energy state corresponds to the maximum
possible extent of single occupation of orbital and parallel spins (Hunds
rule)"
1,3861-3864,"Exchange energy is responsible for
the stabilisation of energy state Exchange energy is approximately
proportional to the total number of possible pairs of parallel spins in
the degenerate orbitals When several electrons occupy a set of
degenerate orbitals, the lowest energy state corresponds to the maximum
possible extent of single occupation of orbital and parallel spins (Hunds
rule) The loss of exchange energy increases the stability"
1,3862-3865,"Exchange energy is approximately
proportional to the total number of possible pairs of parallel spins in
the degenerate orbitals When several electrons occupy a set of
degenerate orbitals, the lowest energy state corresponds to the maximum
possible extent of single occupation of orbital and parallel spins (Hunds
rule) The loss of exchange energy increases the stability As the stability
increases, the ionisation becomes more difficult"
1,3863-3866,"When several electrons occupy a set of
degenerate orbitals, the lowest energy state corresponds to the maximum
possible extent of single occupation of orbital and parallel spins (Hunds
rule) The loss of exchange energy increases the stability As the stability
increases, the ionisation becomes more difficult There is no loss of
exchange energy at d6 configuration"
1,3864-3867,"The loss of exchange energy increases the stability As the stability
increases, the ionisation becomes more difficult There is no loss of
exchange energy at d6 configuration Mn+ has 3d54s1 configuration and
configuration of Cr+ is d5, therefore, ionisation enthalpy of Mn+ is lower
than Cr+"
1,3865-3868,"As the stability
increases, the ionisation becomes more difficult There is no loss of
exchange energy at d6 configuration Mn+ has 3d54s1 configuration and
configuration of Cr+ is d5, therefore, ionisation enthalpy of Mn+ is lower
than Cr+ In the same way, Fe2+ has d6 configuration and Mn2+ has 3d5
configuration"
1,3866-3869,"There is no loss of
exchange energy at d6 configuration Mn+ has 3d54s1 configuration and
configuration of Cr+ is d5, therefore, ionisation enthalpy of Mn+ is lower
than Cr+ In the same way, Fe2+ has d6 configuration and Mn2+ has 3d5
configuration Hence, ionisation enthalpy of Fe2+ is lower than the Mn2+"
1,3867-3870,"Mn+ has 3d54s1 configuration and
configuration of Cr+ is d5, therefore, ionisation enthalpy of Mn+ is lower
than Cr+ In the same way, Fe2+ has d6 configuration and Mn2+ has 3d5
configuration Hence, ionisation enthalpy of Fe2+ is lower than the Mn2+ In other words, we can say that the third ionisation enthalpy of Fe is
lower than that of Mn"
1,3868-3871,"In the same way, Fe2+ has d6 configuration and Mn2+ has 3d5
configuration Hence, ionisation enthalpy of Fe2+ is lower than the Mn2+ In other words, we can say that the third ionisation enthalpy of Fe is
lower than that of Mn The lowest common oxidation state of these metals is +2"
1,3869-3872,"Hence, ionisation enthalpy of Fe2+ is lower than the Mn2+ In other words, we can say that the third ionisation enthalpy of Fe is
lower than that of Mn The lowest common oxidation state of these metals is +2 To
form the M
2+ ions from the gaseous atoms, the sum of the first and
second ionisation enthalpy is required in addition to the enthalpy of
atomisation"
1,3870-3873,"In other words, we can say that the third ionisation enthalpy of Fe is
lower than that of Mn The lowest common oxidation state of these metals is +2 To
form the M
2+ ions from the gaseous atoms, the sum of the first and
second ionisation enthalpy is required in addition to the enthalpy of
atomisation The dominant term is the second ionisation enthalpy
which shows unusually high values for Cr and Cu where M
+ ions
have the d
5 and d
10 configurations respectively"
1,3871-3874,"The lowest common oxidation state of these metals is +2 To
form the M
2+ ions from the gaseous atoms, the sum of the first and
second ionisation enthalpy is required in addition to the enthalpy of
atomisation The dominant term is the second ionisation enthalpy
which shows unusually high values for Cr and Cu where M
+ ions
have the d
5 and d
10 configurations respectively The value for Zn is
correspondingly low as the ionisation causes the removal of one 4s
electron which results in the formation of stable d
10 configuration"
1,3872-3875,"To
form the M
2+ ions from the gaseous atoms, the sum of the first and
second ionisation enthalpy is required in addition to the enthalpy of
atomisation The dominant term is the second ionisation enthalpy
which shows unusually high values for Cr and Cu where M
+ ions
have the d
5 and d
10 configurations respectively The value for Zn is
correspondingly low as the ionisation causes the removal of one 4s
electron which results in the formation of stable d
10 configuration The trend in the third ionisation enthalpies is not complicated by
the 4s orbital factor and shows the greater difficulty of removing an
electron from the d
5 (Mn
2+) and d
10 (Zn
2+) ions"
1,3873-3876,"The dominant term is the second ionisation enthalpy
which shows unusually high values for Cr and Cu where M
+ ions
have the d
5 and d
10 configurations respectively The value for Zn is
correspondingly low as the ionisation causes the removal of one 4s
electron which results in the formation of stable d
10 configuration The trend in the third ionisation enthalpies is not complicated by
the 4s orbital factor and shows the greater difficulty of removing an
electron from the d
5 (Mn
2+) and d
10 (Zn
2+) ions In general, the third
ionisation enthalpies are quite high"
1,3874-3877,"The value for Zn is
correspondingly low as the ionisation causes the removal of one 4s
electron which results in the formation of stable d
10 configuration The trend in the third ionisation enthalpies is not complicated by
the 4s orbital factor and shows the greater difficulty of removing an
electron from the d
5 (Mn
2+) and d
10 (Zn
2+) ions In general, the third
ionisation enthalpies are quite high Also the high values for third
ionisation enthalpies of copper, nickel and zinc indicate why it is
difficult to obtain oxidation state greater than two for these elements"
1,3875-3878,"The trend in the third ionisation enthalpies is not complicated by
the 4s orbital factor and shows the greater difficulty of removing an
electron from the d
5 (Mn
2+) and d
10 (Zn
2+) ions In general, the third
ionisation enthalpies are quite high Also the high values for third
ionisation enthalpies of copper, nickel and zinc indicate why it is
difficult to obtain oxidation state greater than two for these elements Although ionisation enthalpies give some guidance concerning the
relative stabilities of oxidation states, this problem is very complex and
not amenable to ready generalisation"
1,3876-3879,"In general, the third
ionisation enthalpies are quite high Also the high values for third
ionisation enthalpies of copper, nickel and zinc indicate why it is
difficult to obtain oxidation state greater than two for these elements Although ionisation enthalpies give some guidance concerning the
relative stabilities of oxidation states, this problem is very complex and
not amenable to ready generalisation One of the notable features of a transition elements is the great variety
of oxidation states these may show in their compounds"
1,3877-3880,"Also the high values for third
ionisation enthalpies of copper, nickel and zinc indicate why it is
difficult to obtain oxidation state greater than two for these elements Although ionisation enthalpies give some guidance concerning the
relative stabilities of oxidation states, this problem is very complex and
not amenable to ready generalisation One of the notable features of a transition elements is the great variety
of oxidation states these may show in their compounds Table 4"
1,3878-3881,"Although ionisation enthalpies give some guidance concerning the
relative stabilities of oxidation states, this problem is very complex and
not amenable to ready generalisation One of the notable features of a transition elements is the great variety
of oxidation states these may show in their compounds Table 4 3 lists
the common oxidation states of the first row transition elements"
1,3879-3882,"One of the notable features of a transition elements is the great variety
of oxidation states these may show in their compounds Table 4 3 lists
the common oxidation states of the first row transition elements Sc
Ti
V
Cr
Mn
Fe
Co
Ni
Cu
Zn
+2
+2
+2
+2
+2
+2
+2
+1
+2
+3
+3
+3
+3
+3
+3
+3
+3
+2
+4
+4
+4
+4
+4
+4
+4
+5
+5
+5
+6
+6
+6
+7
Table 4"
1,3880-3883,"Table 4 3 lists
the common oxidation states of the first row transition elements Sc
Ti
V
Cr
Mn
Fe
Co
Ni
Cu
Zn
+2
+2
+2
+2
+2
+2
+2
+1
+2
+3
+3
+3
+3
+3
+3
+3
+3
+2
+4
+4
+4
+4
+4
+4
+4
+5
+5
+5
+6
+6
+6
+7
Table 4 3: Oxidation States of the first row Transition Metal
(the most common ones are in bold types)
4"
1,3881-3884,"3 lists
the common oxidation states of the first row transition elements Sc
Ti
V
Cr
Mn
Fe
Co
Ni
Cu
Zn
+2
+2
+2
+2
+2
+2
+2
+1
+2
+3
+3
+3
+3
+3
+3
+3
+3
+2
+4
+4
+4
+4
+4
+4
+4
+5
+5
+5
+6
+6
+6
+7
Table 4 3: Oxidation States of the first row Transition Metal
(the most common ones are in bold types)
4 3"
1,3882-3885,"Sc
Ti
V
Cr
Mn
Fe
Co
Ni
Cu
Zn
+2
+2
+2
+2
+2
+2
+2
+1
+2
+3
+3
+3
+3
+3
+3
+3
+3
+2
+4
+4
+4
+4
+4
+4
+4
+5
+5
+5
+6
+6
+6
+7
Table 4 3: Oxidation States of the first row Transition Metal
(the most common ones are in bold types)
4 3 4 Oxidation
States
Rationalised 2023-24
97
The d- and f- Block Elements
The elements which give the greatest number of oxidation states
occur in or near the middle of the series"
1,3883-3886,"3: Oxidation States of the first row Transition Metal
(the most common ones are in bold types)
4 3 4 Oxidation
States
Rationalised 2023-24
97
The d- and f- Block Elements
The elements which give the greatest number of oxidation states
occur in or near the middle of the series Manganese, for example,
exhibits all the oxidation states from +2 to +7"
1,3884-3887,"3 4 Oxidation
States
Rationalised 2023-24
97
The d- and f- Block Elements
The elements which give the greatest number of oxidation states
occur in or near the middle of the series Manganese, for example,
exhibits all the oxidation states from +2 to +7 The lesser number of
oxidation states at the extreme ends stems from either too few electrons
to lose or share (Sc, Ti) or too many d electrons (hence fewer orbitals
available in which to share electrons with others) for higher valence
(Cu, Zn)"
1,3885-3888,"4 Oxidation
States
Rationalised 2023-24
97
The d- and f- Block Elements
The elements which give the greatest number of oxidation states
occur in or near the middle of the series Manganese, for example,
exhibits all the oxidation states from +2 to +7 The lesser number of
oxidation states at the extreme ends stems from either too few electrons
to lose or share (Sc, Ti) or too many d electrons (hence fewer orbitals
available in which to share electrons with others) for higher valence
(Cu, Zn) Thus, early in the series scandium(II) is virtually unknown
and titanium (IV) is more stable than Ti(III) or Ti(II)"
1,3886-3889,"Manganese, for example,
exhibits all the oxidation states from +2 to +7 The lesser number of
oxidation states at the extreme ends stems from either too few electrons
to lose or share (Sc, Ti) or too many d electrons (hence fewer orbitals
available in which to share electrons with others) for higher valence
(Cu, Zn) Thus, early in the series scandium(II) is virtually unknown
and titanium (IV) is more stable than Ti(III) or Ti(II) At the other end,
the only oxidation state of zinc is +2 (no d electrons are involved)"
1,3887-3890,"The lesser number of
oxidation states at the extreme ends stems from either too few electrons
to lose or share (Sc, Ti) or too many d electrons (hence fewer orbitals
available in which to share electrons with others) for higher valence
(Cu, Zn) Thus, early in the series scandium(II) is virtually unknown
and titanium (IV) is more stable than Ti(III) or Ti(II) At the other end,
the only oxidation state of zinc is +2 (no d electrons are involved) The
maximum oxidation states of reasonable stability correspond in value
to the sum of the s and d electrons upto manganese (Ti
IVO2, V
VO2
+,
Cr
V1O4
2–, Mn
VIIO4
–) followed by a rather abrupt decrease in stability of
higher oxidation states, so that the typical species to follow are Fe
II,III,
Co
II,III, Ni
II, Cu
I,II, Zn
II"
1,3888-3891,"Thus, early in the series scandium(II) is virtually unknown
and titanium (IV) is more stable than Ti(III) or Ti(II) At the other end,
the only oxidation state of zinc is +2 (no d electrons are involved) The
maximum oxidation states of reasonable stability correspond in value
to the sum of the s and d electrons upto manganese (Ti
IVO2, V
VO2
+,
Cr
V1O4
2–, Mn
VIIO4
–) followed by a rather abrupt decrease in stability of
higher oxidation states, so that the typical species to follow are Fe
II,III,
Co
II,III, Ni
II, Cu
I,II, Zn
II The variability of oxidation states, a characteristic of transition
elements, arises out of incomplete filling of d orbitals in such a way
that their oxidation states differ from each other by unity, e"
1,3889-3892,"At the other end,
the only oxidation state of zinc is +2 (no d electrons are involved) The
maximum oxidation states of reasonable stability correspond in value
to the sum of the s and d electrons upto manganese (Ti
IVO2, V
VO2
+,
Cr
V1O4
2–, Mn
VIIO4
–) followed by a rather abrupt decrease in stability of
higher oxidation states, so that the typical species to follow are Fe
II,III,
Co
II,III, Ni
II, Cu
I,II, Zn
II The variability of oxidation states, a characteristic of transition
elements, arises out of incomplete filling of d orbitals in such a way
that their oxidation states differ from each other by unity, e g"
1,3890-3893,"The
maximum oxidation states of reasonable stability correspond in value
to the sum of the s and d electrons upto manganese (Ti
IVO2, V
VO2
+,
Cr
V1O4
2–, Mn
VIIO4
–) followed by a rather abrupt decrease in stability of
higher oxidation states, so that the typical species to follow are Fe
II,III,
Co
II,III, Ni
II, Cu
I,II, Zn
II The variability of oxidation states, a characteristic of transition
elements, arises out of incomplete filling of d orbitals in such a way
that their oxidation states differ from each other by unity, e g , V
II, V
III,
V
IV, V
V"
1,3891-3894,"The variability of oxidation states, a characteristic of transition
elements, arises out of incomplete filling of d orbitals in such a way
that their oxidation states differ from each other by unity, e g , V
II, V
III,
V
IV, V
V This is in contrast with the variability of oxidation states of non
transition elements where oxidation states normally differ by a unit
of two"
1,3892-3895,"g , V
II, V
III,
V
IV, V
V This is in contrast with the variability of oxidation states of non
transition elements where oxidation states normally differ by a unit
of two An interesting feature in the variability of oxidation states of the d–
block elements is noticed among the groups (groups 4 through 10)"
1,3893-3896,", V
II, V
III,
V
IV, V
V This is in contrast with the variability of oxidation states of non
transition elements where oxidation states normally differ by a unit
of two An interesting feature in the variability of oxidation states of the d–
block elements is noticed among the groups (groups 4 through 10) Although in the p–block the lower oxidation states are favoured by the
heavier members (due to inert pair effect), the opposite is true in the
groups of d-block"
1,3894-3897,"This is in contrast with the variability of oxidation states of non
transition elements where oxidation states normally differ by a unit
of two An interesting feature in the variability of oxidation states of the d–
block elements is noticed among the groups (groups 4 through 10) Although in the p–block the lower oxidation states are favoured by the
heavier members (due to inert pair effect), the opposite is true in the
groups of d-block For example, in group 6, Mo(VI) and W(VI) are
found to be more stable than Cr(VI)"
1,3895-3898,"An interesting feature in the variability of oxidation states of the d–
block elements is noticed among the groups (groups 4 through 10) Although in the p–block the lower oxidation states are favoured by the
heavier members (due to inert pair effect), the opposite is true in the
groups of d-block For example, in group 6, Mo(VI) and W(VI) are
found to be more stable than Cr(VI) Thus Cr(VI) in the form of dichromate
in acidic medium is a strong oxidising agent, whereas MoO3 and WO3
are not"
1,3896-3899,"Although in the p–block the lower oxidation states are favoured by the
heavier members (due to inert pair effect), the opposite is true in the
groups of d-block For example, in group 6, Mo(VI) and W(VI) are
found to be more stable than Cr(VI) Thus Cr(VI) in the form of dichromate
in acidic medium is a strong oxidising agent, whereas MoO3 and WO3
are not Low oxidation states are found when a complex compound has
ligands capable of p-acceptor character in addition to the s-bonding"
1,3897-3900,"For example, in group 6, Mo(VI) and W(VI) are
found to be more stable than Cr(VI) Thus Cr(VI) in the form of dichromate
in acidic medium is a strong oxidising agent, whereas MoO3 and WO3
are not Low oxidation states are found when a complex compound has
ligands capable of p-acceptor character in addition to the s-bonding For example, in Ni(CO)4 and Fe(CO)5, the oxidation state of nickel and
iron is zero"
1,3898-3901,"Thus Cr(VI) in the form of dichromate
in acidic medium is a strong oxidising agent, whereas MoO3 and WO3
are not Low oxidation states are found when a complex compound has
ligands capable of p-acceptor character in addition to the s-bonding For example, in Ni(CO)4 and Fe(CO)5, the oxidation state of nickel and
iron is zero Name a transition element which does not exhibit variable
oxidation states"
1,3899-3902,"Low oxidation states are found when a complex compound has
ligands capable of p-acceptor character in addition to the s-bonding For example, in Ni(CO)4 and Fe(CO)5, the oxidation state of nickel and
iron is zero Name a transition element which does not exhibit variable
oxidation states Scandium (Z = 21) does not exhibit variable oxidation states"
1,3900-3903,"For example, in Ni(CO)4 and Fe(CO)5, the oxidation state of nickel and
iron is zero Name a transition element which does not exhibit variable
oxidation states Scandium (Z = 21) does not exhibit variable oxidation states Example 4"
1,3901-3904,"Name a transition element which does not exhibit variable
oxidation states Scandium (Z = 21) does not exhibit variable oxidation states Example 4 3
Example 4"
1,3902-3905,"Scandium (Z = 21) does not exhibit variable oxidation states Example 4 3
Example 4 3
Example 4"
1,3903-3906,"Example 4 3
Example 4 3
Example 4 3
Example 4"
1,3904-3907,"3
Example 4 3
Example 4 3
Example 4 3
Example 4"
1,3905-3908,"3
Example 4 3
Example 4 3
Example 4 3
Solution
Solution
Solution
Solution
Solution
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4"
1,3906-3909,"3
Example 4 3
Example 4 3
Solution
Solution
Solution
Solution
Solution
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 3 Which of the 3d series of the transition metals exhibits the
largest number of oxidation states and why"
1,3907-3910,"3
Example 4 3
Solution
Solution
Solution
Solution
Solution
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 3 Which of the 3d series of the transition metals exhibits the
largest number of oxidation states and why Rationalised 2023-24
98
Chemistry
Table 4"
1,3908-3911,"3
Solution
Solution
Solution
Solution
Solution
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 3 Which of the 3d series of the transition metals exhibits the
largest number of oxidation states and why Rationalised 2023-24
98
Chemistry
Table 4 4 contains the thermochemical parameters related to the
transformation of the solid metal atoms to M
2+ ions in solution and their
standard electrode potentials"
1,3909-3912,"3 Which of the 3d series of the transition metals exhibits the
largest number of oxidation states and why Rationalised 2023-24
98
Chemistry
Table 4 4 contains the thermochemical parameters related to the
transformation of the solid metal atoms to M
2+ ions in solution and their
standard electrode potentials The observed values of E
V and those
calculated using the data of Table 4"
1,3910-3913,"Rationalised 2023-24
98
Chemistry
Table 4 4 contains the thermochemical parameters related to the
transformation of the solid metal atoms to M
2+ ions in solution and their
standard electrode potentials The observed values of E
V and those
calculated using the data of Table 4 4 are compared in Fig"
1,3911-3914,"4 contains the thermochemical parameters related to the
transformation of the solid metal atoms to M
2+ ions in solution and their
standard electrode potentials The observed values of E
V and those
calculated using the data of Table 4 4 are compared in Fig 4"
1,3912-3915,"The observed values of E
V and those
calculated using the data of Table 4 4 are compared in Fig 4 4"
1,3913-3916,"4 are compared in Fig 4 4 The unique behaviour of Cu, having a positive E
V, accounts for its
inability to liberate H2 from acids"
1,3914-3917,"4 4 The unique behaviour of Cu, having a positive E
V, accounts for its
inability to liberate H2 from acids Only oxidising acids (nitric and hot
concentrated sulphuric) react with Cu, the acids being reduced"
1,3915-3918,"4 The unique behaviour of Cu, having a positive E
V, accounts for its
inability to liberate H2 from acids Only oxidising acids (nitric and hot
concentrated sulphuric) react with Cu, the acids being reduced The
high energy to transform Cu(s) to Cu2+(aq) is not balanced by its hydration
enthalpy"
1,3916-3919,"The unique behaviour of Cu, having a positive E
V, accounts for its
inability to liberate H2 from acids Only oxidising acids (nitric and hot
concentrated sulphuric) react with Cu, the acids being reduced The
high energy to transform Cu(s) to Cu2+(aq) is not balanced by its hydration
enthalpy The general trend towards less negative E
V values across the
4"
1,3917-3920,"Only oxidising acids (nitric and hot
concentrated sulphuric) react with Cu, the acids being reduced The
high energy to transform Cu(s) to Cu2+(aq) is not balanced by its hydration
enthalpy The general trend towards less negative E
V values across the
4 3"
1,3918-3921,"The
high energy to transform Cu(s) to Cu2+(aq) is not balanced by its hydration
enthalpy The general trend towards less negative E
V values across the
4 3 5 Trends in the
M
2+/M
Standard
Electrode
Potentials
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4"
1,3919-3922,"The general trend towards less negative E
V values across the
4 3 5 Trends in the
M
2+/M
Standard
Electrode
Potentials
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 4 The E
o(M
2+/M) value for copper is positive (+0"
1,3920-3923,"3 5 Trends in the
M
2+/M
Standard
Electrode
Potentials
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 4 The E
o(M
2+/M) value for copper is positive (+0 34V)"
1,3921-3924,"5 Trends in the
M
2+/M
Standard
Electrode
Potentials
Intext Question
Intext Question
Intext Question
Intext Question
Intext Question
4 4 The E
o(M
2+/M) value for copper is positive (+0 34V) What is possible
reason for this"
1,3922-3925,"4 The E
o(M
2+/M) value for copper is positive (+0 34V) What is possible
reason for this (Hint: consider its high DaH
o and low DhydH
o)
Why is Cr
2+ reducing and Mn
3+ oxidising when both have d
4 configuration"
1,3923-3926,"34V) What is possible
reason for this (Hint: consider its high DaH
o and low DhydH
o)
Why is Cr
2+ reducing and Mn
3+ oxidising when both have d
4 configuration Cr
2+ is reducing as its configuration changes from d
4 to d
3, the latter
having a half-filled t2g level (see Unit 5)"
1,3924-3927,"What is possible
reason for this (Hint: consider its high DaH
o and low DhydH
o)
Why is Cr
2+ reducing and Mn
3+ oxidising when both have d
4 configuration Cr
2+ is reducing as its configuration changes from d
4 to d
3, the latter
having a half-filled t2g level (see Unit 5) On the other hand, the change
from Mn
3+ to Mn
2+ results in the half-filled (d
5) configuration which has
extra stability"
1,3925-3928,"(Hint: consider its high DaH
o and low DhydH
o)
Why is Cr
2+ reducing and Mn
3+ oxidising when both have d
4 configuration Cr
2+ is reducing as its configuration changes from d
4 to d
3, the latter
having a half-filled t2g level (see Unit 5) On the other hand, the change
from Mn
3+ to Mn
2+ results in the half-filled (d
5) configuration which has
extra stability Example 4"
1,3926-3929,"Cr
2+ is reducing as its configuration changes from d
4 to d
3, the latter
having a half-filled t2g level (see Unit 5) On the other hand, the change
from Mn
3+ to Mn
2+ results in the half-filled (d
5) configuration which has
extra stability Example 4 4
Example 4"
