Chapter,sentence_range,Text
1,4247-4250,"Area lying in the first quadrant and bounded by the circle x2 + y2 = 4 and the lines
x = 0 and x = 2 is
(A) π
(B) 2
π
(C) 3
π
(D) 4
π
13 Area of the region bounded by the curve y2 = 4x, y-axis and the line y = 3 is
(A) 2
(B)
49
(C)
39
(D)
9
2
8 3  Area between Two Curves
Intuitively, true in the sense of Leibnitz, integration is the act of calculating the area by
cutting the region into a large number of small strips of elementary area and then
adding up these elementary areas Suppose we are given two curves represented by
y = f (x), y = g (x), where f (x) ≥ g(x) in [a, b] as shown in Fig 8"
1,4248-4251,"Area of the region bounded by the curve y2 = 4x, y-axis and the line y = 3 is
(A) 2
(B)
49
(C)
39
(D)
9
2
8 3  Area between Two Curves
Intuitively, true in the sense of Leibnitz, integration is the act of calculating the area by
cutting the region into a large number of small strips of elementary area and then
adding up these elementary areas Suppose we are given two curves represented by
y = f (x), y = g (x), where f (x) ≥ g(x) in [a, b] as shown in Fig 8 13"
1,4249-4252,"3  Area between Two Curves
Intuitively, true in the sense of Leibnitz, integration is the act of calculating the area by
cutting the region into a large number of small strips of elementary area and then
adding up these elementary areas Suppose we are given two curves represented by
y = f (x), y = g (x), where f (x) ≥ g(x) in [a, b] as shown in Fig 8 13 Here the points of
intersection of these two curves are given by x = a and x = b obtained by taking
common values of y from the given equation of two curves"
1,4250-4253,"Suppose we are given two curves represented by
y = f (x), y = g (x), where f (x) ≥ g(x) in [a, b] as shown in Fig 8 13 Here the points of
intersection of these two curves are given by x = a and x = b obtained by taking
common values of y from the given equation of two curves For setting up a formula for the integral, it is convenient to take elementary area in
the form of vertical strips"
1,4251-4254,"13 Here the points of
intersection of these two curves are given by x = a and x = b obtained by taking
common values of y from the given equation of two curves For setting up a formula for the integral, it is convenient to take elementary area in
the form of vertical strips As indicated in the Fig 8"
1,4252-4255,"Here the points of
intersection of these two curves are given by x = a and x = b obtained by taking
common values of y from the given equation of two curves For setting up a formula for the integral, it is convenient to take elementary area in
the form of vertical strips As indicated in the Fig 8 13, elementary strip has height
APPLICATION OF INTEGRALS         367
y
=f x
(��)
X
Y
y
g x
=����(��)
x
=a
x
c
=
y
g x
=����(��)
y
=f x
(��)
x
b
=
A
B
R
C
D
Q
O
P
X′
Y′
f(x) – g(x) and width dx so that the elementary area
Fig 8"
1,4253-4256,"For setting up a formula for the integral, it is convenient to take elementary area in
the form of vertical strips As indicated in the Fig 8 13, elementary strip has height
APPLICATION OF INTEGRALS         367
y
=f x
(��)
X
Y
y
g x
=����(��)
x
=a
x
c
=
y
g x
=����(��)
y
=f x
(��)
x
b
=
A
B
R
C
D
Q
O
P
X′
Y′
f(x) – g(x) and width dx so that the elementary area
Fig 8 13
Fig 8"
1,4254-4257,"As indicated in the Fig 8 13, elementary strip has height
APPLICATION OF INTEGRALS         367
y
=f x
(��)
X
Y
y
g x
=����(��)
x
=a
x
c
=
y
g x
=����(��)
y
=f x
(��)
x
b
=
A
B
R
C
D
Q
O
P
X′
Y′
f(x) – g(x) and width dx so that the elementary area
Fig 8 13
Fig 8 14
dA = [f (x) – g(x)] dx, and the total area A can be taken as
A = 
[ ( )
( )]
b
a f x
−g x dx
∫
Alternatively,
A = [area bounded by y = f (x), x-axis and the lines x = a, x = b]
– [area bounded by y = g (x), x-axis and the lines x = a, x = b]
=
( )
( )
b
b
a
a
f x dx
g x dx
−
∫
∫
 =
[
]
( )
( )
,
b
a f x
g x
dx
−
∫
where f (x) ≥ g (x) in [a, b]
If f (x) ≥ g (x) in [a, c] and f (x) ≤ g (x) in [c, b], where a < c < b as shown in the
Fig 8"
1,4255-4258,"13, elementary strip has height
APPLICATION OF INTEGRALS         367
y
=f x
(��)
X
Y
y
g x
=����(��)
x
=a
x
c
=
y
g x
=����(��)
y
=f x
(��)
x
b
=
A
B
R
C
D
Q
O
P
X′
Y′
f(x) – g(x) and width dx so that the elementary area
Fig 8 13
Fig 8 14
dA = [f (x) – g(x)] dx, and the total area A can be taken as
A = 
[ ( )
( )]
b
a f x
−g x dx
∫
Alternatively,
A = [area bounded by y = f (x), x-axis and the lines x = a, x = b]
– [area bounded by y = g (x), x-axis and the lines x = a, x = b]
=
( )
( )
b
b
a
a
f x dx
g x dx
−
∫
∫
 =
[
]
( )
( )
,
b
a f x
g x
dx
−
∫
where f (x) ≥ g (x) in [a, b]
If f (x) ≥ g (x) in [a, c] and f (x) ≤ g (x) in [c, b], where a < c < b as shown in the
Fig 8 14, then the area of the regions bounded by curves can be written as
Total Area = Area of the region ACBDA + Area of the region BPRQB
 =
[
]
[
]
( )
( )
( )
( )
c
b
a
c
f x
g x
dx
g x
f x dx
−
+
−
∫
∫
368
MATHEMATICS
Y
O
P�(4,�4)
C�(4,�0)
Y�
X�
X
Q�(8,�0)
Fig 8"
1,4256-4259,"13
Fig 8 14
dA = [f (x) – g(x)] dx, and the total area A can be taken as
A = 
[ ( )
( )]
b
a f x
−g x dx
∫
Alternatively,
A = [area bounded by y = f (x), x-axis and the lines x = a, x = b]
– [area bounded by y = g (x), x-axis and the lines x = a, x = b]
=
( )
( )
b
b
a
a
f x dx
g x dx
−
∫
∫
 =
[
]
( )
( )
,
b
a f x
g x
dx
−
∫
where f (x) ≥ g (x) in [a, b]
If f (x) ≥ g (x) in [a, c] and f (x) ≤ g (x) in [c, b], where a < c < b as shown in the
Fig 8 14, then the area of the regions bounded by curves can be written as
Total Area = Area of the region ACBDA + Area of the region BPRQB
 =
[
]
[
]
( )
( )
( )
( )
c
b
a
c
f x
g x
dx
g x
f x dx
−
+
−
∫
∫
368
MATHEMATICS
Y
O
P�(4,�4)
C�(4,�0)
Y�
X�
X
Q�(8,�0)
Fig 8 16
Example 6 Find the area of the region bounded by the two parabolas y = x2 and y2 = x"
1,4257-4260,"14
dA = [f (x) – g(x)] dx, and the total area A can be taken as
A = 
[ ( )
( )]
b
a f x
−g x dx
∫
Alternatively,
A = [area bounded by y = f (x), x-axis and the lines x = a, x = b]
– [area bounded by y = g (x), x-axis and the lines x = a, x = b]
=
( )
( )
b
b
a
a
f x dx
g x dx
−
∫
∫
 =
[
]
( )
( )
,
b
a f x
g x
dx
−
∫
where f (x) ≥ g (x) in [a, b]
If f (x) ≥ g (x) in [a, c] and f (x) ≤ g (x) in [c, b], where a < c < b as shown in the
Fig 8 14, then the area of the regions bounded by curves can be written as
Total Area = Area of the region ACBDA + Area of the region BPRQB
 =
[
]
[
]
( )
( )
( )
( )
c
b
a
c
f x
g x
dx
g x
f x dx
−
+
−
∫
∫
368
MATHEMATICS
Y
O
P�(4,�4)
C�(4,�0)
Y�
X�
X
Q�(8,�0)
Fig 8 16
Example 6 Find the area of the region bounded by the two parabolas y = x2 and y2 = x Solution The point of intersection of these two
parabolas are O (0, 0) and A (1, 1) as shown in
the Fig 8"
1,4258-4261,"14, then the area of the regions bounded by curves can be written as
Total Area = Area of the region ACBDA + Area of the region BPRQB
 =
[
]
[
]
( )
( )
( )
( )
c
b
a
c
f x
g x
dx
g x
f x dx
−
+
−
∫
∫
368
MATHEMATICS
Y
O
P�(4,�4)
C�(4,�0)
Y�
X�
X
Q�(8,�0)
Fig 8 16
Example 6 Find the area of the region bounded by the two parabolas y = x2 and y2 = x Solution The point of intersection of these two
parabolas are O (0, 0) and A (1, 1) as shown in
the Fig 8 15"
1,4259-4262,"16
Example 6 Find the area of the region bounded by the two parabolas y = x2 and y2 = x Solution The point of intersection of these two
parabolas are O (0, 0) and A (1, 1) as shown in
the Fig 8 15 Here, we can set y 2 = x or y =
x = f(x) and y = x2
= g(x), where, f (x) ≥ g (x) in [0, 1]"
1,4260-4263,"Solution The point of intersection of these two
parabolas are O (0, 0) and A (1, 1) as shown in
the Fig 8 15 Here, we can set y 2 = x or y =
x = f(x) and y = x2
= g(x), where, f (x) ≥ g (x) in [0, 1] Therefore, the required area of the shaded region
= 
[
]
1
0
( )
( )
f x
g x
dx
−
∫
= 
1
2
0
x
x
dx


−


∫
1
3
3
2
0
32
x3
x


=
−






= 
2
1
1
3
3
3
−
=
Example 7 Find the area lying above x-axis and included between the circle
x2 + y2 = 8x and inside of the parabola y2 = 4x"
1,4261-4264,"15 Here, we can set y 2 = x or y =
x = f(x) and y = x2
= g(x), where, f (x) ≥ g (x) in [0, 1] Therefore, the required area of the shaded region
= 
[
]
1
0
( )
( )
f x
g x
dx
−
∫
= 
1
2
0
x
x
dx


−


∫
1
3
3
2
0
32
x3
x


=
−






= 
2
1
1
3
3
3
−
=
Example 7 Find the area lying above x-axis and included between the circle
x2 + y2 = 8x and inside of the parabola y2 = 4x Solution The given equation of the circle x2 + y 2 = 8x can be expressed as
(x – 4)2 + y2 = 16"
1,4262-4265,"Here, we can set y 2 = x or y =
x = f(x) and y = x2
= g(x), where, f (x) ≥ g (x) in [0, 1] Therefore, the required area of the shaded region
= 
[
]
1
0
( )
( )
f x
g x
dx
−
∫
= 
1
2
0
x
x
dx


−


∫
1
3
3
2
0
32
x3
x


=
−






= 
2
1
1
3
3
3
−
=
Example 7 Find the area lying above x-axis and included between the circle
x2 + y2 = 8x and inside of the parabola y2 = 4x Solution The given equation of the circle x2 + y 2 = 8x can be expressed as
(x – 4)2 + y2 = 16 Thus, the centre of the
circle is (4, 0) and radius is 4"
1,4263-4266,"Therefore, the required area of the shaded region
= 
[
]
1
0
( )
( )
f x
g x
dx
−
∫
= 
1
2
0
x
x
dx


−


∫
1
3
3
2
0
32
x3
x


=
−






= 
2
1
1
3
3
3
−
=
Example 7 Find the area lying above x-axis and included between the circle
x2 + y2 = 8x and inside of the parabola y2 = 4x Solution The given equation of the circle x2 + y 2 = 8x can be expressed as
(x – 4)2 + y2 = 16 Thus, the centre of the
circle is (4, 0) and radius is 4 Its intersection
with the parabola y2 = 4x gives
x2 + 4x = 8x
or
x2 – 4x = 0
or
x (x – 4) = 0
or
x = 0, x = 4
Thus, the points of intersection of these
two curves are O(0,0) and P(4,4) above the
x-axis"
1,4264-4267,"Solution The given equation of the circle x2 + y 2 = 8x can be expressed as
(x – 4)2 + y2 = 16 Thus, the centre of the
circle is (4, 0) and radius is 4 Its intersection
with the parabola y2 = 4x gives
x2 + 4x = 8x
or
x2 – 4x = 0
or
x (x – 4) = 0
or
x = 0, x = 4
Thus, the points of intersection of these
two curves are O(0,0) and P(4,4) above the
x-axis From the Fig 8"
1,4265-4268,"Thus, the centre of the
circle is (4, 0) and radius is 4 Its intersection
with the parabola y2 = 4x gives
x2 + 4x = 8x
or
x2 – 4x = 0
or
x (x – 4) = 0
or
x = 0, x = 4
Thus, the points of intersection of these
two curves are O(0,0) and P(4,4) above the
x-axis From the Fig 8 16, the required area of
the region OPQCO included between these
two curves above x-axis is
= (area of the region OCPO) + (area of the region PCQP)
= 
4
8
0
4
ydx
ydx
+
∫
∫
= 
4
8
2
2
0
4
2
4
(
4)
x dx
x
dx
+
−
−
∫
∫
   (Why"
1,4266-4269,"Its intersection
with the parabola y2 = 4x gives
x2 + 4x = 8x
or
x2 – 4x = 0
or
x (x – 4) = 0
or
x = 0, x = 4
Thus, the points of intersection of these
two curves are O(0,0) and P(4,4) above the
x-axis From the Fig 8 16, the required area of
the region OPQCO included between these
two curves above x-axis is
= (area of the region OCPO) + (area of the region PCQP)
= 
4
8
0
4
ydx
ydx
+
∫
∫
= 
4
8
2
2
0
4
2
4
(
4)
x dx
x
dx
+
−
−
∫
∫
   (Why )
Fig 8"
1,4267-4270,"From the Fig 8 16, the required area of
the region OPQCO included between these
two curves above x-axis is
= (area of the region OCPO) + (area of the region PCQP)
= 
4
8
0
4
ydx
ydx
+
∫
∫
= 
4
8
2
2
0
4
2
4
(
4)
x dx
x
dx
+
−
−
∫
∫
   (Why )
Fig 8 15
APPLICATION OF INTEGRALS         369
= 
4
3
4
2
2
2
0
0
2
2
4
, where,
4
3
x
t dt
x
t


×
+
−
−
=






∫
(Why"
1,4268-4271,"16, the required area of
the region OPQCO included between these
two curves above x-axis is
= (area of the region OCPO) + (area of the region PCQP)
= 
4
8
0
4
ydx
ydx
+
∫
∫
= 
4
8
2
2
0
4
2
4
(
4)
x dx
x
dx
+
−
−
∫
∫
   (Why )
Fig 8 15
APPLICATION OF INTEGRALS         369
= 
4
3
4
2
2
2
0
0
2
2
4
, where,
4
3
x
t dt
x
t


×
+
−
−
=






∫
(Why )
= 
4
2
2
2
–1
0
32
1
4
4
sin
3
2
2
4
t
t
t


+
−
+
×
×




= 
2
–1
32
4
1
0
4
sin 1
3
2
2


+
×
+
×
×




32
32
0
8
4
3
2
3
π


=
+
+
×
=
+ π




 = 4(8 3 )
3
+ π
Example 8 In Fig 8"
1,4269-4272,")
Fig 8 15
APPLICATION OF INTEGRALS         369
= 
4
3
4
2
2
2
0
0
2
2
4
, where,
4
3
x
t dt
x
t


×
+
−
−
=






∫
(Why )
= 
4
2
2
2
–1
0
32
1
4
4
sin
3
2
2
4
t
t
t


+
−
+
×
×




= 
2
–1
32
4
1
0
4
sin 1
3
2
2


+
×
+
×
×




32
32
0
8
4
3
2
3
π


=
+
+
×
=
+ π




 = 4(8 3 )
3
+ π
Example 8 In Fig 8 17, AOBA is the part of the ellipse 9x2 + y2 = 36 in the first
quadrant such that OA = 2 and OB = 6"
1,4270-4273,"15
APPLICATION OF INTEGRALS         369
= 
4
3
4
2
2
2
0
0
2
2
4
, where,
4
3
x
t dt
x
t


×
+
−
−
=






∫
(Why )
= 
4
2
2
2
–1
0
32
1
4
4
sin
3
2
2
4
t
t
t


+
−
+
×
×




= 
2
–1
32
4
1
0
4
sin 1
3
2
2


+
×
+
×
×




32
32
0
8
4
3
2
3
π


=
+
+
×
=
+ π




 = 4(8 3 )
3
+ π
Example 8 In Fig 8 17, AOBA is the part of the ellipse 9x2 + y2 = 36 in the first
quadrant such that OA = 2 and OB = 6 Find the area between the arc AB and the
chord AB"
1,4271-4274,")
= 
4
2
2
2
–1
0
32
1
4
4
sin
3
2
2
4
t
t
t


+
−
+
×
×




= 
2
–1
32
4
1
0
4
sin 1
3
2
2


+
×
+
×
×




32
32
0
8
4
3
2
3
π


=
+
+
×
=
+ π




 = 4(8 3 )
3
+ π
Example 8 In Fig 8 17, AOBA is the part of the ellipse 9x2 + y2 = 36 in the first
quadrant such that OA = 2 and OB = 6 Find the area between the arc AB and the
chord AB Solution Given equation of the ellipse 9x2 + y2 = 36 can be expressed as 
2
2
1
4
36
x
+y
=  or
2
2
2
2
1
2
6
x
+y
= and hence, its shape is as given in Fig 8"
1,4272-4275,"17, AOBA is the part of the ellipse 9x2 + y2 = 36 in the first
quadrant such that OA = 2 and OB = 6 Find the area between the arc AB and the
chord AB Solution Given equation of the ellipse 9x2 + y2 = 36 can be expressed as 
2
2
1
4
36
x
+y
=  or
2
2
2
2
1
2
6
x
+y
= and hence, its shape is as given in Fig 8 17"
1,4273-4276,"Find the area between the arc AB and the
chord AB Solution Given equation of the ellipse 9x2 + y2 = 36 can be expressed as 
2
2
1
4
36
x
+y
=  or
2
2
2
2
1
2
6
x
+y
= and hence, its shape is as given in Fig 8 17 Accordingly, the equation of the chord AB is
y – 0 = 6
0 (
2)
0
−2 x
−
−
or
y = – 3(x – 2)
or
y = – 3x + 6
Area of the shaded region as shown in the Fig 8"
1,4274-4277,"Solution Given equation of the ellipse 9x2 + y2 = 36 can be expressed as 
2
2
1
4
36
x
+y
=  or
2
2
2
2
1
2
6
x
+y
= and hence, its shape is as given in Fig 8 17 Accordingly, the equation of the chord AB is
y – 0 = 6
0 (
2)
0
−2 x
−
−
or
y = – 3(x – 2)
or
y = – 3x + 6
Area of the shaded region as shown in the Fig 8 17"
1,4275-4278,"17 Accordingly, the equation of the chord AB is
y – 0 = 6
0 (
2)
0
−2 x
−
−
or
y = – 3(x – 2)
or
y = – 3x + 6
Area of the shaded region as shown in the Fig 8 17 = 
2
2
2
0
0
3
4
(6
3 )
x dx
x dx
−
−
−
∫
∫
(Why"
1,4276-4279,"Accordingly, the equation of the chord AB is
y – 0 = 6
0 (
2)
0
−2 x
−
−
or
y = – 3(x – 2)
or
y = – 3x + 6
Area of the shaded region as shown in the Fig 8 17 = 
2
2
2
0
0
3
4
(6
3 )
x dx
x dx
−
−
−
∫
∫
(Why )
= 
2
2
2
2
–1
0
0
4
3
3
4
sin
6
2
2
2
2
x
x
x
x
x



−
+
−
−








= 
–1
2
12
3
0
2sin
(1)
12
2
2

 

×
+
−
−

 


 

π
3
2
6
2
=
×
×
−
 = 3π – 6
Fig 8"
1,4277-4280,"17 = 
2
2
2
0
0
3
4
(6
3 )
x dx
x dx
−
−
−
∫
∫
(Why )
= 
2
2
2
2
–1
0
0
4
3
3
4
sin
6
2
2
2
2
x
x
x
x
x



−
+
−
−








= 
–1
2
12
3
0
2sin
(1)
12
2
2

 

×
+
−
−

 


 

π
3
2
6
2
=
×
×
−
 = 3π – 6
Fig 8 17
370
MATHEMATICS
Example 9 Using integration find the area of region bounded by the triangle whose
vertices are (1, 0), (2, 2) and (3, 1)"
1,4278-4281,"= 
2
2
2
0
0
3
4
(6
3 )
x dx
x dx
−
−
−
∫
∫
(Why )
= 
2
2
2
2
–1
0
0
4
3
3
4
sin
6
2
2
2
2
x
x
x
x
x



−
+
−
−








= 
–1
2
12
3
0
2sin
(1)
12
2
2

 

×
+
−
−

 


 

π
3
2
6
2
=
×
×
−
 = 3π – 6
Fig 8 17
370
MATHEMATICS
Example 9 Using integration find the area of region bounded by the triangle whose
vertices are (1, 0), (2, 2) and (3, 1) Solution Let A(1, 0), B(2, 2) and C (3, 1) be
the vertices of a triangle ABC (Fig 8"
1,4279-4282,")
= 
2
2
2
2
–1
0
0
4
3
3
4
sin
6
2
2
2
2
x
x
x
x
x



−
+
−
−








= 
–1
2
12
3
0
2sin
(1)
12
2
2

 

×
+
−
−

 


 

π
3
2
6
2
=
×
×
−
 = 3π – 6
Fig 8 17
370
MATHEMATICS
Example 9 Using integration find the area of region bounded by the triangle whose
vertices are (1, 0), (2, 2) and (3, 1) Solution Let A(1, 0), B(2, 2) and C (3, 1) be
the vertices of a triangle ABC (Fig 8 18)"
1,4280-4283,"17
370
MATHEMATICS
Example 9 Using integration find the area of region bounded by the triangle whose
vertices are (1, 0), (2, 2) and (3, 1) Solution Let A(1, 0), B(2, 2) and C (3, 1) be
the vertices of a triangle ABC (Fig 8 18) Area of ∆ABC
= Area of ∆ABD  + Area of trapezium
    BDEC – Area of ∆AEC
Now equation of the sides AB, BC and
CA are given by
y = 2(x – 1), y = 4 – x, y = 1
2  (x – 1), respectively"
1,4281-4284,"Solution Let A(1, 0), B(2, 2) and C (3, 1) be
the vertices of a triangle ABC (Fig 8 18) Area of ∆ABC
= Area of ∆ABD  + Area of trapezium
    BDEC – Area of ∆AEC
Now equation of the sides AB, BC and
CA are given by
y = 2(x – 1), y = 4 – x, y = 1
2  (x – 1), respectively Hence,
area of ∆ ABC =
2
3
3
1
2
1
1
2 (
1)
(4
)
2
x
x
dx
x dx
−dx
−
+
−
−
∫
∫
∫
=
2
3
3
2
2
2
1
2
1
1
2
4
2
2
2
2
x
x
x
x
x
x






−
+
−
−
−












=
2
2
2
2
1
3
2
2
2
1
4 3
4 2
2
2
2
2












−
−
−
+
× −
−
×
−
























–
2
1
3
1
3
1
2
2
2






−
−
−












= 3
2
Example 10 Find the area of the region enclosed between the two circles: x2 + y2  = 4
and (x – 2)2 + y2 = 4"
1,4282-4285,"18) Area of ∆ABC
= Area of ∆ABD  + Area of trapezium
    BDEC – Area of ∆AEC
Now equation of the sides AB, BC and
CA are given by
y = 2(x – 1), y = 4 – x, y = 1
2  (x – 1), respectively Hence,
area of ∆ ABC =
2
3
3
1
2
1
1
2 (
1)
(4
)
2
x
x
dx
x dx
−dx
−
+
−
−
∫
∫
∫
=
2
3
3
2
2
2
1
2
1
1
2
4
2
2
2
2
x
x
x
x
x
x






−
+
−
−
−












=
2
2
2
2
1
3
2
2
2
1
4 3
4 2
2
2
2
2












−
−
−
+
× −
−
×
−
























–
2
1
3
1
3
1
2
2
2






−
−
−












= 3
2
Example 10 Find the area of the region enclosed between the two circles: x2 + y2  = 4
and (x – 2)2 + y2 = 4 Solution Equations of the given circles are
x2 + y2 = 4"
1,4283-4286,"Area of ∆ABC
= Area of ∆ABD  + Area of trapezium
    BDEC – Area of ∆AEC
Now equation of the sides AB, BC and
CA are given by
y = 2(x – 1), y = 4 – x, y = 1
2  (x – 1), respectively Hence,
area of ∆ ABC =
2
3
3
1
2
1
1
2 (
1)
(4
)
2
x
x
dx
x dx
−dx
−
+
−
−
∫
∫
∫
=
2
3
3
2
2
2
1
2
1
1
2
4
2
2
2
2
x
x
x
x
x
x






−
+
−
−
−












=
2
2
2
2
1
3
2
2
2
1
4 3
4 2
2
2
2
2












−
−
−
+
× −
−
×
−
























–
2
1
3
1
3
1
2
2
2






−
−
−












= 3
2
Example 10 Find the area of the region enclosed between the two circles: x2 + y2  = 4
and (x – 2)2 + y2 = 4 Solution Equations of the given circles are
x2 + y2 = 4 (1)
and
(x – 2)2 + y2 = 4"
1,4284-4287,"Hence,
area of ∆ ABC =
2
3
3
1
2
1
1
2 (
1)
(4
)
2
x
x
dx
x dx
−dx
−
+
−
−
∫
∫
∫
=
2
3
3
2
2
2
1
2
1
1
2
4
2
2
2
2
x
x
x
x
x
x






−
+
−
−
−












=
2
2
2
2
1
3
2
2
2
1
4 3
4 2
2
2
2
2












−
−
−
+
× −
−
×
−
























–
2
1
3
1
3
1
2
2
2






−
−
−












= 3
2
Example 10 Find the area of the region enclosed between the two circles: x2 + y2  = 4
and (x – 2)2 + y2 = 4 Solution Equations of the given circles are
x2 + y2 = 4 (1)
and
(x – 2)2 + y2 = 4 (2)
Equation (1) is a circle with centre O at the
origin and radius 2"
1,4285-4288,"Solution Equations of the given circles are
x2 + y2 = 4 (1)
and
(x – 2)2 + y2 = 4 (2)
Equation (1) is a circle with centre O at the
origin and radius 2 Equation (2) is a circle with
centre C (2, 0) and radius 2"
1,4286-4289,"(1)
and
(x – 2)2 + y2 = 4 (2)
Equation (1) is a circle with centre O at the
origin and radius 2 Equation (2) is a circle with
centre C (2, 0) and radius 2 Solving equations
(1) and (2), we have
(x –2)2 + y2 = x2 + y2
or
x2 – 4x + 4 + y2 = x2 + y2
or
x = 1 which gives y =
3
±
Thus, the points of intersection of the given
circles are A(1, 
3 ) and A′(1, –
3 ) as shown in
the Fig 8"
1,4287-4290,"(2)
Equation (1) is a circle with centre O at the
origin and radius 2 Equation (2) is a circle with
centre C (2, 0) and radius 2 Solving equations
(1) and (2), we have
(x –2)2 + y2 = x2 + y2
or
x2 – 4x + 4 + y2 = x2 + y2
or
x = 1 which gives y =
3
±
Thus, the points of intersection of the given
circles are A(1, 
3 ) and A′(1, –
3 ) as shown in
the Fig 8 19"
1,4288-4291,"Equation (2) is a circle with
centre C (2, 0) and radius 2 Solving equations
(1) and (2), we have
(x –2)2 + y2 = x2 + y2
or
x2 – 4x + 4 + y2 = x2 + y2
or
x = 1 which gives y =
3
±
Thus, the points of intersection of the given
circles are A(1, 
3 ) and A′(1, –
3 ) as shown in
the Fig 8 19 Fig 8"
1,4289-4292,"Solving equations
(1) and (2), we have
(x –2)2 + y2 = x2 + y2
or
x2 – 4x + 4 + y2 = x2 + y2
or
x = 1 which gives y =
3
±
Thus, the points of intersection of the given
circles are A(1, 
3 ) and A′(1, –
3 ) as shown in
the Fig 8 19 Fig 8 18
Fig 8"
1,4290-4293,"19 Fig 8 18
Fig 8 19
APPLICATION OF INTEGRALS         371
Required area of the enclosed region OACA′O between circles
= 2 [area of the region ODCAO]
(Why"
1,4291-4294,"Fig 8 18
Fig 8 19
APPLICATION OF INTEGRALS         371
Required area of the enclosed region OACA′O between circles
= 2 [area of the region ODCAO]
(Why )
= 2 [area of the region ODAO + area of the region DCAD]
= 
1
2
0
1
2
y dx
y dx


+




∫
∫
= 
1
2
2
2
0
1
2
4
(
2)
4
x
dx
x dx


−
−
+
−




∫
∫
(Why"
1,4292-4295,"18
Fig 8 19
APPLICATION OF INTEGRALS         371
Required area of the enclosed region OACA′O between circles
= 2 [area of the region ODCAO]
(Why )
= 2 [area of the region ODAO + area of the region DCAD]
= 
1
2
0
1
2
y dx
y dx


+




∫
∫
= 
1
2
2
2
0
1
2
4
(
2)
4
x
dx
x dx


−
−
+
−




∫
∫
(Why )
= 
1
2
–1
0
1
1
2
2
(
2) 4
(
2)
4sin
2
2
x2
x
x


−


−
−
−
+
×








    + 
2
2
–1
1
1
1
2
4
4sin
2
2
x2
x
x


−
+
×




= 
1
2
2
–1
2
–1
1
0
2
(
2) 4
(
2)
4sin
4
4sin
2
2
x
x
x
x
x
x


−




−
−
−
+
+
−
+












= 
–1
1
–1
1
1
1
3
4sin
4sin ( 1)
4sin 1
3
4sin
2
2
−
−




−



−
+
−
−
+
−
−
















= 
3
4
4
4
3
4
6
2
2
6


π
π
π
π




−
−
×
+
×
+
×
−
−
×












= 
2
2
3
2
2
3
3
3
π
π




−
−
+ π +
π −
−








= 8
2 3
3
π −
EXERCISE 8"
1,4293-4296,"19
APPLICATION OF INTEGRALS         371
Required area of the enclosed region OACA′O between circles
= 2 [area of the region ODCAO]
(Why )
= 2 [area of the region ODAO + area of the region DCAD]
= 
1
2
0
1
2
y dx
y dx


+




∫
∫
= 
1
2
2
2
0
1
2
4
(
2)
4
x
dx
x dx


−
−
+
−




∫
∫
(Why )
= 
1
2
–1
0
1
1
2
2
(
2) 4
(
2)
4sin
2
2
x2
x
x


−


−
−
−
+
×








    + 
2
2
–1
1
1
1
2
4
4sin
2
2
x2
x
x


−
+
×




= 
1
2
2
–1
2
–1
1
0
2
(
2) 4
(
2)
4sin
4
4sin
2
2
x
x
x
x
x
x


−




−
−
−
+
+
−
+












= 
–1
1
–1
1
1
1
3
4sin
4sin ( 1)
4sin 1
3
4sin
2
2
−
−




−



−
+
−
−
+
−
−
















= 
3
4
4
4
3
4
6
2
2
6


π
π
π
π




−
−
×
+
×
+
×
−
−
×












= 
2
2
3
2
2
3
3
3
π
π




−
−
+ π +
π −
−








= 8
2 3
3
π −
EXERCISE 8 2
1"
1,4294-4297,")
= 2 [area of the region ODAO + area of the region DCAD]
= 
1
2
0
1
2
y dx
y dx


+




∫
∫
= 
1
2
2
2
0
1
2
4
(
2)
4
x
dx
x dx


−
−
+
−




∫
∫
(Why )
= 
1
2
–1
0
1
1
2
2
(
2) 4
(
2)
4sin
2
2
x2
x
x


−


−
−
−
+
×








    + 
2
2
–1
1
1
1
2
4
4sin
2
2
x2
x
x


−
+
×




= 
1
2
2
–1
2
–1
1
0
2
(
2) 4
(
2)
4sin
4
4sin
2
2
x
x
x
x
x
x


−




−
−
−
+
+
−
+












= 
–1
1
–1
1
1
1
3
4sin
4sin ( 1)
4sin 1
3
4sin
2
2
−
−




−



−
+
−
−
+
−
−
















= 
3
4
4
4
3
4
6
2
2
6


π
π
π
π




−
−
×
+
×
+
×
−
−
×












= 
2
2
3
2
2
3
3
3
π
π




−
−
+ π +
π −
−








= 8
2 3
3
π −
EXERCISE 8 2
1 Find the area of the circle 4x2 + 4y2 = 9 which is interior to the parabola x2 = 4y"
